الاسم,خط العرض,خط الطول,التصنيف,الوصف,معرف المكان,سعر الدخول (جنيه)
Nawami,28.8560169,34.3746495,أخرى,"Nawami is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1832,
متحف دير القديسة كاترين,28.5561737,33.9761113,ثقافي,"متحف دير القديسة كاترين is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1833,
Bronze Age Tombs,28.7773423,34.0499454,أخرى,Bronze Age Tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1834,
Pegasus Organic Farm,28.5614713,33.957532,أخرى,"Pegasus Organic Farm is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1837,
Medinet-el Haras,23.9109505,35.4759377,تاريخي,Medinet-el Haras is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1839,
سفنكس,22.7927655,32.545778,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1840,
سفنكس,22.792724,32.5457183,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1841,
سفنكس,22.7927049,32.5456922,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1842,
سفنكس,22.7927828,32.5458068,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1843,
سفنكس,22.7929682,32.5455091,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1844,
سفنكس,22.7929367,32.5455333,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1845,
سفنكس,22.7928588,32.5455742,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1846,
سفنكس,22.7928069,32.5456231,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1847,
سفنكس,22.7927599,32.5456707,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1848,
سفنكس,22.7928186,32.5457579,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1849,
سفنكس,22.7928749,32.5457177,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1850,
سفنكس,22.7929268,32.5456707,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1851,
سفنكس,22.7929973,32.5456043,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1852,
سفنكس,22.7930294,32.5455789,ثقافي,"سفنكس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1853,
معبد الدكة وتحوت,22.80158,32.545841,تاريخي,معبد الدكة في النوبة المصرية بُني في عهد الملك إرجامين النوبي في القرن الثالث قبل الميلاد ثم طوّره الأباطرة الرومان. كان مكرّساً للإله تحوت وتهوت إله الحكمة. نُقل إلى موقعه الحالي على ضفة بحيرة ناصر ضمن مشروع إنقاذ النوبة.,1854,60.0
معبد وادي السبوع,22.7926214,32.5457458,تاريخي,معبد وادي السبوع يعود لعهد الملك رمسيس الثاني ويقع في النوبة المصرية على ضفة بحيرة ناصر. تميّز بطريق يصطف على جانبيه تماثيل أبو الهول، وقد نُقل إلى موقعه الحالي خلال مبادرة إنقاذ آثار النوبة التي نظمتها اليونسكو.,1856,60.0
Salem Express,26.6397175,34.0615772,أخرى,"Salem Express is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1862,
Umm al Huweitat Viewpoint,26.5330343,33.9204047,أخرى,"Umm al Huweitat Viewpoint is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1876,
Shaab Umm Gamar,27.333448,33.9177183,أخرى,"Shaab Umm Gamar is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1879,
Carnatic,27.5792666,33.92695,أخرى,"Carnatic is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1880,
Chrisoula K,27.5805307,33.9287744,أخرى,"Chrisoula K is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1881,
Kimon M,27.5816666,33.9302166,أخرى,"Kimon M is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1882,
Giannis D,27.5774,33.9231833,أخرى,"Giannis D is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1883,
موقع الغوص - جزيرة الأخ الصغير,26.3007944,34.862559,أخرى,"موقع الغوص - جزيرة الأخ الصغير is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1885,
موقع الغوص - جزيرة الأخ الأكبر,26.3130389,34.8442682,أخرى,"موقع الغوص - جزيرة الأخ الأكبر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1886,
قرية العين ريزورت السياحية,29.5434279,32.3675783,أخرى,"قرية العين ريزورت السياحية is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1892,
U1 ElAin Resort,29.5437788,32.3685503,أخرى,"U1 ElAin Resort is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1893,
Dolphin,29.6432392,32.2280149,ثقافي,"Dolphin is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1895,
Temple of Taffeh,23.6197,32.8721,أخرى,"Temple of Taffeh is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",1897,
Xois,31.0896344,30.9507706,تاريخي,Xois is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1898,
Kafr El-Sheikh Local Museum,31.1032791,30.9465761,أخرى,"The Kafr El-Sheikh Local Museum showcases the archaeological heritage of the Nile Delta region, including artifacts from ancient Buto, one of Egypt's earliest cities. The collection includes pottery, amulets, and objects from various periods that illustrate the cultural richness of the Delta from prehistoric times through the Islamic period.",1900,20.0
