name,latitude,longitude,category,description,place_id,price_egp
Dyad Statue of Amun and Mut,25.6997879,32.6392593,cultural,"Dyad Statue of Amun and Mut is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1750,
Dyad Statue of Amun and Mut,25.699835,32.6391879,cultural,"Dyad Statue of Amun and Mut is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1751,
Ramesses II,25.6998907,32.6393421,cultural,"Ramesses II is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1752,
Stele of Seti II,25.7194979,32.655993,historical,"Stele of Seti II is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1753,
socle of the northern obelisk of Seti II,25.7194633,32.6560689,cultural,"socle of the northern obelisk of Seti II is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1754,
Statue of Thutmose III,25.719614,32.6577075,cultural,"Statue of Thutmose III is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1755,
Seated Statue of Thutmose III and Amun,25.7176454,32.6599737,cultural,"Seated Statue of Thutmose III and Amun is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1756,
Statue of Thutmose III,25.7180221,32.6596648,cultural,"Statue of Thutmose III is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1757,
Middle kingdom courtyard,25.7181658,32.6592236,historical,Middle kingdom courtyard is a service facility in Egypt that supports visitors and residents in the area.,1758,
TT3 - Tomb of Pashedu,25.7284926,32.6004259,historical,TT3 - Tomb of Pashedu is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1759,
TT184 Nefermenu,25.7321574,32.6126888,historical,TT184 Nefermenu is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1761,
Palace of Amenhotep 3,25.7153407,32.5911778,historical,Palace of Amenhotep 3 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1762,
Kemet House,25.7053349,32.6329227,other,"Kemet House is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1763,
Villa Sunrise,25.7020048,32.6332601,other,"Villa Sunrise is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1765,
Lovely Private Villa,25.6979868,32.6294232,other,"Lovely Private Villa is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1766,
Full Moon House,25.7004568,32.6321602,other,"Full Moon House is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1768,
Magic Nile Secret Garden,25.6984145,32.6295035,other,"Magic Nile Secret Garden is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1769,
Luxor Governorate Martyrs Memorial,25.708618,32.6467596,other,"Luxor Governorate Martyrs Memorial is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1772,
Replica of Tut Ankh Amon Tomb,25.7396139,32.6278404,other,Replica of Tut Ankh Amon Tomb is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1774,
Temple of Hatshepsut,25.7372398,32.6086902,historical,"The Mortuary Temple of Hatshepsut at Deir el-Bahari is one of the most beautiful temples in Egypt, designed by the royal architect Senenmut around 1479 BCE. The three-tiered colonnaded structure is carved directly into the Theban cliffs and dedicated to the female pharaoh Hatshepsut. It houses stunning painted reliefs depicting the divine birth of Hatshepsut and her trade expedition to Punt.",1776,140.0
The Devine Birth Chamber,25.7381867,32.6068923,historical,The Devine Birth Chamber is a service facility in Egypt that supports visitors and residents in the area.,1778,
The Complex of the sun cult in the Trmple of Hatshepsut at Deir Al-Bahari,25.738547,32.6066148,historical,The Complex of the sun cult in the Trmple of Hatshepsut at Deir Al-Bahari is a service facility in Egypt that supports visitors and residents in the area.,1782,
Luxor Temple,25.7002041,32.6400203,historical,"Luxor Temple is a magnificent ancient Egyptian temple complex built on the east bank of the Nile around 1400 BCE. Constructed primarily by Amenhotep III and Ramesses II, it was the center of the Opet Festival celebrating the annual renewal of pharaonic power. The temple's 24-meter obelisk at the entrance once stood alongside a twin now located in Paris.",1783,160.0
The expedition to the land of Punt,25.7379993,32.6066177,historical,The expedition to the land of Punt is a service facility in Egypt that supports visitors and residents in the area.,1786,
Temple of Khonsu,25.7162487,32.6556477,historical,"Temple of Khonsu is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",1790,160.0
Rekhmire TT100,25.7312628,32.6075902,historical,Rekhmire TT100 is a service facility in Egypt that supports visitors and residents in the area.,1791,
Tomb of Monthemhat (TT 34),25.7360439,32.6113087,historical,Tomb of Monthemhat (TT 34) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1792,
